indices,y_error_pred,label,sentence,probability
967,娱乐,时政,金庸将于月底正式加入中国作协本报讯 (记者吴波) 记者昨日从中国作协获悉，金庸或将在月底正式加入中国作协。据介绍，中国作家协会2009年度会员发展工作从2月份启动，经各文学门类专家咨询及征求团体会员推荐意见，中国作协书记处于6月17日进行审议，拟发展新会员409名，著名香港作家金庸也名列其中，本次进入公示名单的女性作家比例比往年有提高。记者了解到，审议完成后，409名有资格加入中作协的作家名单还将公示一个星期，时间为：2009年6月18日至2009年6月24日。中作协表示，如果公示名单中有涉嫌抄袭他人作品者，可公示期间举报。举报时需提供：侵权者姓名、侵权作品名称、侵权作品首次发表的报刊或出版社名称、被侵权者姓名、被侵权作品名称、被侵权作品首次发表报刊或出版社名称，以及侵权作品与被侵权作品的雷同内容等。记者了解到，本次进入公示名单的香港、澳门作家共7人，香港：张思鉴(张诗剑)、周密密(周蜜蜜，女)、查良镛(金庸)、蔡益怀。澳门：吴志良、李观鼎、廖子馨(女)。而广东作家列入发展公示名单的共17人，分别是：卢锡铭、刘美松、孙丽生、何霖(布依族)、吴淑平、张吉刚、张煌新、李容焕、陈玉春(女)、陈雪、周铁株、於文喜、林渊液(小隐娘，女)、郑集思、赵小敏(女)、黄萍(女)、滕叙兖(老藤)。,0.3953789472579956
1045,娱乐,家居,刘晨：吴厚斌出诗要保质保量刘晨：各位来宾大家下午好，今天非常高兴参加吴厚斌的新书发布仪式。吴厚斌原来是一个记者，为我们行业做出了很多贡献。刚才他说一句话我觉得特别对，潦倒的生活他被生活所迫，吴厚斌既有物质又有精神，他又有感性的一面，他走到今天我觉得是必然。第二我们确实感谢吴厚斌，他有一种传统文化的回归，通过现代的方式，以诗为载体，源于生活、高于生活，源于行业、高于行业。希望吴厚斌继续出诗，但是提一个小小的建议，我认为你的产量太大，希望你处理好质和量的关系。保质保量。,0.2202233374118805
1107,时政,教育,美劳工节华裔员工话辛酸：为减支出老板花样百出中新网9月7日电 据美国(微博)《星岛日报》报道，5日美国劳工节，正当各地工会组织会员为各自的权益举办声势浩大的游行示威，展示各自的力量之时，在底层挣扎的华人劳工正在为生活默默劳作。“郁闷在心里多年，也该吐一口气啦！”在旧金山华埠某中餐馆打工十多年的莲姐(化名)近年来参加了华人进步会工人中心，学到了不少有关保障劳工的法规。她说，中心正在推动反对盗骗工人工资的法案。她说，自己十多年来都一直到现在华人经营的中餐馆打工，得不到旧金山最低工资和医疗福利等保障。因为不是工会会员，也没有组织为她们争取权益。她说自己和许多姐妹们就像是沉默的羔羊，任由宰割。有的餐馆老板为了节省开销，午餐后，常常要员工无薪休息3-4小时，许多员工因路途遥远，无法返家，又无所事事，只好几个人挤到一辆车里打个盹，这种滋味实在不好受。有些老板为了逃避支付员工的医疗保险，有意多聘请临时工，减少工人每日的工作时间，让雇员的工作时间达不到法律规定购买医保的标准。面对不断攀升的医保，莲姐只好成为无医保一族。在渔人码头某旅馆做客房清洁工的阿红(化名)没有工会的支持，她也渴望像那些在街头举牌示威的工会会员一样在大庭广众下伸张自己的权益。但她不能。因为，她入职的时候，已被暗示不得参加工会，否则就不会得到雇用。“都说教识徒弟饿死师傅，说得一点都没错！”在帝利市某知名中餐馆做烧腊的朱师傅(化名)上周不得不向老板辞职。他在餐馆工作了四年，亲手教出了两、三个徒弟。老板嫌他与另外两个大厨每个月3千多元的工资高，就解雇了两名大厨，把工作分解到工资只有2千元的助手身上。他自己就要承担起另外两名大厨的责任，工资待遇却照旧。朱师傅说，压力太大，自己身体吃不消，只好自动辞职了。当助教的阿珍(化名)结束了试用期，被列治文区某幼儿园聘用了。但老板娘要她签下一份承诺协议，若离职，不得申请失业救济。她说，因为老板娘不愿意分摊支付失业救济的费用。还经常向员工训话，说若她不雇用，大家都会找不到工作。“刻意占用职员的私人时间是资方的惯用技俩。”在某中文学校负责校务工作的胡老师(化名)因为承受不了校方不断增加工作而放弃了来之不易的职位。她说，她每周上班时间为4小时，但老板一再增加她的工作量，学校里面完成不了的就要带回家继续，但就不算在工资里面。这样下来，平均时薪连5元都达不到。如何才算满足劳工阶层的需求量？莲姐的回答也许有一定的代表性。她说，与主流社会的劳工相比，同样一份工作，我们总是低人一等。常常在华人经营的餐馆更是雪上加霜。她说，我们的要求不高，只要能达到主流餐馆的最低待遇，她们已经很知足了。(记者：黄伟江),0.40489479899406433
1126,家居,房产,艺术品及古物市场未受经济衰退影响RICS 英国皇家特许测量师学会艺术品及古物调查报告 ? 2009年第三季 于昨天公布的英国皇家特许测量师学会(RICS)第三季艺术品及古物调查报告指出低息贷款令资金持续流入艺术品及古物市场引致价格上升。 过去三个月总值平均数由百分之七(7%)倍增至百分之十四(14%)，这表示有更多的测量师认为艺术品及古物价格现正上升。从调查的响应看到大约七成的价格会上升，其中高档市场最为强劲。近代艺术品市场则较为疲弱，报告价格下跌的测量师人数比之前增加。今年第二季度报告显示有百分之二十四(24%)的测量师报告近代艺术品市场价格下跌，该比率于今季度增加至百分之三十四(34%)。过去的几个季度近代艺术品市场价格普遍下降，比起去年年初所见到的升幅有强烈的对比。珠宝和银器这两个传统的稳健市场亦见升幅。超过百分之四十四(44%)的测量师指珠宝价格仍然上升，百分之三十七(37%)认为银器价格亦在上升。 属于高档市场的油画及水彩画市场虽然录得负百分之三(-3%)的?增长，但其走势仍然强劲。多出百分之九(9%)的测量师认为艺术品价格及价值超过五万英镑(£50，000)仍正在上升，多出百分之十四(14%)的测量师认为艺术品在五千(£5，000)至五万英镑(£50，000)的价格亦同样正在上升。RICS发言人Chris Ewbank 指:“艺术品及古物市场并未受经济衰退的影响，由于它成为投资者一个投资避难所的选择，加上低利率及过去五年间的价格下调，吸引了资金的流入。整体市场价格都有上升趋势，除了近代艺术品市场在过去的一年间承受了价格的逆转，原因是大部份艺术品市场的投资者现时倾向较保值和低风险的稳健传统市场。最明显可见的是国际拍卖行在过去一年间的营业额大幅下跌，反而小型的拍卖行却渐见活跃。”我要评论,0.42924046516418457
1132,房产,家居,开发商底楼装修挖坑拆墙 居民担心楼倒倒底楼房屋格局突变，加上前期上海“楼倒倒”阴影不散——成都苏坡乡培风小区15栋1单元的居民们，连日来一直睡不好觉。在这个单元的底楼，施工方不但打掉了两堵隔墙，还在客厅挖了个1米深的坑。业主们担心，过大的改动会给楼房带来安全隐患。对此，施工方称改造绝对符合安全。目前，培风社区已让施工方停止施工。现场目击隔墙被敲客厅挖出1米深坑两周前，培风小区15栋1单元的底楼住房内，从早到晚都会传出敲击声。2楼住户罗秀华当时以为来了新邻居，正在装修新家，并未在意。可前日买菜回家途中，她无意走进该住房，才发现格局完全变了样。罗秀华看到临街铺面相连的墙壁不见踪影，站在该住房内可以直接看到街道。客厅与卧室的隔墙也被人打掉。用于破坏墙体的钻头丢在另一间客房内，整个房间里堆满了破碎的砖石。不仅敲掉了隔墙，客厅地板上更是被人挖出一个宽20多平方米、深1米的大坑。猫着腰钻进连着钢筋的大坑，可以看到坑内堆满了泥石碎土，最里面还充满积水，不时散发出一阵恶臭。罗秀华推测，一楼住户可能准备开店铺，“改装这么大的动作，也不替邻居安全考虑一下。”居民担心动作太大住房恐成“楼倒倒”在培风小区住了近3年的黄淑华说，该小区修建于2004年初，并于2006年3月交房。之前她从来都没看到底楼有人居住过。今年初，有位老师利用空房，开过一个幼儿英语培训班，但没开两天就搬离了。在黄淑华的记忆中，两周前该住房开始有人进行装修，但装修时都是小工在场。发现动作太大，居民们拦着小工询问负责人是谁，对方一问三不知。居民都不知道此房装修后，准备用来干什么。由于害怕住房经不起折腾，变成“楼倒倒”。前日下午，黄淑华和一单元其他几户居民一起拦下了准备施工的工作人员，并将情况反映到社区。社区未获许可前不允许再次施工面对不安的居民，昨日上午，培风社区主任刘建说，商铺由开发商转交到社区以后，都会备注在案。在收取物管费的同时，对其进行规范管理。如果有装修，也必须经过社区许可。但正在改造的商铺所有权仍属开发商成都兴光华城市建设有限公司所有。“居民反映问题以后，我们立即让施工方停止施工。”刘建说：“虽然施工方一再保证，施工是安全的。但作为社区，我们的态度是没有见到相关部门许可、解释不合理等问题不处理，就不能施工。绝对给居民一个满意的答复。”开发商：框架结构施工不会影响安全“我们是房屋的建筑方，知道房屋的结构，这样改造没有问题的。”成都市兴光华城市建设有限公司副总经理谭小平解释，被改造的房屋是还没有售出的相连住房和商铺，而他们作为开发商，正是此次改造的施工方。谭小平说，按规划底楼的房屋原就是框架结构的店铺。打掉的隔墙是去年才加上去的，地板上打洞不是为了修建地窖，而是准备降低以前修建的防潮隔垫，让住房和商铺能在一个水平面上。因此，这样改造绝对符合安全。对于当地居民的担忧，谭小平说，公司已向成都市建筑设计研究院打了报告，等他们出具了情况说明以后，再进行下一步施工。,0.7453041076660156
1133,财经,房产,"金岩石：再谈楼价上涨不可避免有人问新希望(000876,股吧)的刘永好先生养猪业利润几何,回答是利润不高,责任重大。因为,中国的CPI一篮子商品中占比最高的是猪肉,猪肉的价格就不仅是由供求决定的,还要考虑猪肉价格与通货膨胀的关系。寥寥几句,话题就从食品安全的角度提升到国计民生的高度。猪肉价格影响CPI的走势,CPI的走势影响货币政策,货币政策的基调影响经济增长,经济增长的速度影响就业机会……。如果中国的CPI统计也学习美国,把商品房价格纳入消费品的统计（美国的CPI一篮子商品中占比最高达42%的是住宅消费）,中国现在就不是CPI由负转正的问题,而是两位数的恶性通货膨胀了,这就引出了猪价,楼价和通货膨胀之间的关系。货币政策要调控货币的供应量,今年以来,广义货币（M2）供应量的增长速度从年初的18%到9月超过29%,因此通货膨胀的预期不断增强,催生了股市楼市的非理性繁荣。然而,正是在股市楼市泡沫化的繁荣之中,超额货币被分流了,CPI标识的通货膨胀率才能够保持低位盘旋。由此推论,只要股市楼市持续火爆,通货膨胀就在可控之中,适度宽松的货币政策就可持续。简而言之,肉价要低,楼价要高,按下葫芦浮起瓢,两害相权取其轻。换句话说,股市楼市还将相互激励,上升态势至少在明年上半年难以发生逆转。虽然谁也说不清楚房价多高是泡沫,但是对泡沫破灭的恐惧是挥之不去的,尽管有这样的恐惧,人性的贪婪还是禁不住有投机的冲动。在海南,当年曾经发生过的楼市泡沫正在重演,每平方米8万多元的海滨豪宅已经出现了,这可是1992年未曾出现过的价格。海南三亚的高球场里几乎没有人住的别墅,价格已经远高于上海佘山高尔夫的别墅。若以此定义当前楼市中泡沫化的财富,这就是房产价格中内含的风险溢价。楼市投资的风险溢价会使超额货币分流到投资品市场,从而化解了消费品的通货膨胀,同时也加剧了财富的两极分化。从这个角度看待社会的贫富不均,在财富两极分化的背后还隐藏着不对称的风险分配。这是两个不平等的分配,财富的分配有利于高收入群体,风险的分配有利于低收入群体,若把风险和财富的不对称融为一体,现代市场经济就是在不平等中追求平等,在两极分化中化解纷争。在泡沫化的财富盛宴之中,通货膨胀和泡沫破灭的风险会体现为风险溢价的上涨,从而把风险从低收入群体转移到高收入群体。从这个意义上说,房产价格上涨速度越快,被挡在楼市之外的低收入群体就越多,这正是一种市场化的风险隔离,让没有风险承受能力和意愿的低收入群体远离泡沫破灭的风险。房地产天然不是投资品,投资人却天然喜欢房地产,无论是把房产当作股票来炒作,还是当作精品来收藏,或者当作奢侈品来炫耀,房产价格都会脱离房产本源的消费属性,体现为租金的回报率大幅度下降。高房价中内含的风险溢价就随时可能消失,这就是所谓的泡沫破灭。从风险分配的角度看,我们还应该鼓励低收入群体买房吗？为什么不能在政策上补贴租房消费和租房产业呢？完全可以通过房租的证券化募集资金迅速发展租房产业（包括廉租公屋）,让低收入群体在长租之中等待泡沫破灭后的低价房,而不是购买所谓的经济适用房。要知道,房产泡沫的生成和破灭是不依人的意志为转移的,中国的城市经济目前正处在一个超级泡沫的生成阶段！我要评论",0.45753926038742065
1156,时政,家居,国家副主席习近平考察陇星散热器公司6月9日下午，中共中央政治局常委、国家副主席习近平和同行的中共中央政治局委员、中央书记处书记、中央组织部部长李源潮，在中共甘肃省委书记陆浩、甘肃省省长徐守盛、兰州市委书记陆武成等省市领导的陪同下，来到位于兰州高新技术产业开发区的兰州陇星散热器有限公司考察。陇星散热器有限公司董事长吴爱华、总裁吴继祖陪同考察，并向习近平副主席及有关领导汇报了公司产品研发及企业经营情况。习近平副主席首先参观了陇星散热器有限公司新落成的“中国散热器采暖集成系统展示中心”，随后来到生产车间考察。习近平副主席在听取吴继祖总裁的介绍时，频频点头，对陇星集团坚持科学发展观，积极应对金融危机，走自主创新之路，研发环保节能产品所取得的成绩给予了充分肯定。习近平副主席饶有兴致地观看了陇星各种散热器产品，了解到陇星产品节能环保、物美价廉时，副主席说：“好，就是要研发、生产既环保节能，同时老百姓买得起的产品。”一路上，习近平副主席说的最多的一句话就是：“好，很好，希望你们好好干！”亲切的话语，充满了国家领导人对陇星干部的关怀和对广大员工的鼓舞。下午三点零五分，习近平副主席结束了对陇星公司的考察，在全体员工热烈的掌声和依依不舍的目光中离开了陇星。习近平副主席亲临陇星考察，这是陇星公司及散热器行业莫大的荣耀，陇星人将以“提供优质采暖产品，提升民众生活品质”为宗旨，秉承“诚信、进取、品牌、责任”的企业精神，为实现“提高民族品牌竞争力、实现产业报国”的目标而努力奋斗！矢志成为中国散热器行业国际品牌！6月11日，中央电视台《新闻联播》、《晚间新闻》，甘肃电视台《甘肃新闻》等重要媒体进行了新闻报道。中国建筑装饰协会、散热器行业协会领导、业界专家等有关人士也纷纷向陇星公司表示热烈祝贺。 ,0.361600786447525
1163,房产,时政,银监会重申二套房贷执行四成以上首付比例本报北京7月23日电 (记者欧阳洁) 银监会新闻发言人廖岷今天表示，银监会始终严格执行二套房贷的有关政策不动摇，坚决打击“假按揭、假首付、假房价”等行为。对二套房贷款业务中的各种违规问题，一经发现，将及时予以严肃处理。对购买首套普通自住房和人均住房面积低于当地水平，再申请贷款购买第二套用于改善居住条件的普通自住房的居民优惠政策不变，但绝不可延伸适用。对二套房贷款，银监会始终要求商业银行坚持执行40%及以上的首付比例，这一政策从未进行调整。,0.7921130657196045
1220,时政,教育,变聚居为混居 荷兰华人以平和心态融入(组图)不久前，记者随中国侨联访欧团赴荷兰了解当地华社情况，与荷兰华侨华人谈起“融入”的话题。记者发现，大多数荷兰华人并不认为“融入”是一个问题，他们会很自豪地告诉你：“在欧洲，荷兰的华人是融入得最好的。”记者在采访中也发现，荷兰华人之所以能顺利融入当地社会，是因为老一辈华人铺垫了平坦道路。“百年舞百狮”的意义在荷兰期间，恰遇当地华侨华人隆重举办“华人移民荷兰百年庆”舞狮活动。那是7月9日中午，荷兰京都阿姆斯特丹的水坝广场，出现了令人惊叹的壮观场景：由百头五彩斑斓的中国狮子组成的大型舞狮队同时起舞。如今在中国都少见的大型舞狮活动，却在异域他乡见到，着实让人震撼。本次舞狮活动的主办方是荷兰百年华人志庆基金会。基金会主席杨华根告诉记者：“用舞狮纪念登陆百年，这个设计，本身表示了我们华人对融入的态度。”舞狮需要力量、灵活、耐力以及团队的合作精神。1911年，华人登陆荷兰，把舞狮这项中国传统活动介绍到此。华人在荷兰的最早舞狮表演，是在1945年水坝广场举行的荷兰光复日活动。而此次舞狮活动的500名志愿者中，不仅有华人，还有为数众多的荷兰人。杨华根说：“他们来自荷兰各地，经过了半年左右的训练，今天欢聚在此，展现了华人与荷兰各族裔百年来的友谊。”从北京前来荷兰参加庆典的中国侨联副秘书长林佑辉说：“此次百狮巡游，是华人在荷兰立足并创造新生活的必要坚持，也是对老一辈华人的致敬，感谢他们为后辈铺垫了平坦的道路。”据林佑辉介绍，历经百年，荷兰的华人族群已发展到12万人，成为荷兰社会第四大少数民族。华人，已成为中产阶层以上的一个富足族群，他们遍布荷兰的大小城镇村落，他们的第四代已经长大成人。他们中有餐饮业主、企业家，还有更多年轻有为的律师、工程师、时装设计师、艺术家等。变“聚居”为“混居”“融入，除了华人的努力，还需要当地环境的许可。”在荷兰访问期间，荷兰中国总商会副会长袁诚信先生和旅荷华侨总会副会长胡克勤先生一直陪着记者，走遍了阿姆斯特丹和海牙的大街小巷。长期以来，荷兰在世界上以宽容和文化多样性著称，其宽松的移民政策吸引了来自世界各地的众多移民。在荷兰，两种现象引起了记者的注意。一是，这里的“唐人街”并没有明显的标志，如果没有华人的介绍和指引，在阿姆斯特丹，你是找不到“唐人街”的。二是，只要打开GPS导航，到处都能发现中餐馆，仅在阿姆斯特丹就有400多家。我问华人导游袁国勋先生，阿姆斯特丹有没有“唐人街”。袁先生说：“有，但不明显，因为当地政府不鼓励华人聚居在一起，而是鼓励和各族裔融合、混居。”在海牙，要找到唐人街则不难。在唐人街的两头，都有唐人街牌楼，高悬在牌楼正中的匾额上，“海牙唐人街”五个书法汉字遒劲有力。据胡克勤先生介绍，矗立在海牙唐人街的这座牌楼是由海牙市政府出资兴建的，预算达40万欧元，去年1月落成，这在欧洲尚属首例。“海牙唐人街”，体现了荷兰政府对华人街区的肯定，以及对华人为当地文化、社会和经济发展做出努力与贡献的认可，成为当地华人融入主流社会的重要标志。“融入，要有平和的心态”一位在荷兰深度旅游过的旅行者，这样谈论自己的感受：“荷兰城市是那种敞开心胸，以包容和接纳的姿态来对待游人的，它让你觉得，即使是旅游个一两天，自己也是这个城市的一分子。”要理解“融入”在普通华人身上的体现，可以去荷兰的zierikzee小镇看看。小镇人口不多，生活悠闲安逸，目前有四户华人家庭。华人袁冠鹏在小镇开了一家咖啡餐馆。中午时分，餐馆里坐满了当地人。荷兰的夏天是一年中难得可以充分享受阳光的季节，所有客人都坐在餐馆外，边晒太阳边用餐，袁冠鹏和太太及儿子则忙前忙后。客人少的时候，袁先生就和当地人边聊天边下棋，打发一天的疲劳。袁冠鹏已是四代居住于荷兰，他的弟弟也在镇上开中餐馆。他的家族史，可说是华人移民荷兰百年的一个缩影。和袁先生聊起“融入”的话题，他说，由于中国人具有吃苦耐劳的传统美德，荷官方及民众对华侨华人有较好的印象。年轻一代的华侨华人大都受过高等教育，就业途径也较为广泛。他最后说：“其实，华侨华人融入当地很简单。以一种平和的心态和当地人友善相处，尊重他们，做好自己的事，你就得到了尊重。”(记者：聂传清),0.343807190656662
1281,家居,游戏,3G团队梦工厂 开启大学生创业新模式袁亦荣，岑彬，钱旭，三个来自北方工业大学的学生，在2010年1月18日上午9点30分，获得了一份来自3G团队梦工厂的“3G毛坯车间项目策划书”，开始了他们的3G行业创业的征程。“关于3G毛坯车间的盈利模式，是十分简单明了的。”袁亦荣说，“类似世纪家园那样的交友网站，寻找好的工作也会是大家的一个需求，将3G的机会引入校园，帮助大家熟悉这个行业，并借助3G团队梦工厂的资源，为大家提供一种贴身的服务。我们认为是可以被广大的同学所接受的。”学习计算机专业的钱旭，同时又是学校职业发展协会的秘书长，对于这个计划有着自己独到的理解：“鉴于andriod的市场优势，我希望建设一个andriod实验室，还希望通过石景山数字产业园区和3G团队梦工厂的渠道获得学校的支持，以及3G行业的企业对学生的关注，搭建一个优秀的植入性平台，让学生有机会从零做起。”学习财务专业的岑彬有着和其专业相匹配的缜密思维，说话不多，但颇具条理：“在学校内的商业元素其实有很多了，我的同学们也经常作为客户或兼职员工参与其中，所以说我们并非没有任何经验，只是不系统，其实我们需要一个规范的空间让我们获得持续性的经验积累，3G毛坯车间就是提供了这样一个环境，可以让学生在3G行业持续获得经验，我想一年以后，参与其中的同学一定会具备3G行业的从业能力。”团队梦工厂CEO李天语说：“我们的服务宗旨是让我们的客户迅速抓住3G的机会，通过我们孵化器的资源和学生自身的资源优势相结合，共同开发出盈利模式清晰的产品。我想大家已经注意到了一些细节，首先他们愿意为3G和资源付费，其次这些大学生已经开始用商业化的思想思考问题了，他们已经开始注意盈利模式，开始关心谁是自己的客户，能够分析自己的优势和劣势。其实我们只是针对性的做了几个小时的培训。事实证明，大学生本身的素质是没有任何问题的，也不缺少对事物的判断能力。所缺的是一套行之有效的服务模式。把客户放到真实的环境中，让有经验的人士为客户打工，提供客户成长所必需的资源，和客户分享项目成果，客户将为这个过程付费。这样的创业模式让所有参与者都能各取所需，又都有责任，且目标一致。大家是在向同一个方向努力，成功的概率就要高出许多。”看得出来，团队梦工厂确实在利用一个类似孵化器的模式在和所谓的客户合作，这也许就是他们把自己称作人才孵化器的原因，他们给出了一个大学生创业或者就业的新模式，就是“资源植入模式”，让客户直接购买工作和工作经验，然后再帮客户雇佣一个CEO带领他们创业或者教给他们职业法则，使其具备盈利能力，最终顺利的过渡到自己的职业生涯中。如李天语所说，人生如一个游戏，团队梦工厂充当了一个“策划”的角色，工厂策划了一段人生的传奇之旅，等待玩家自己来开启。,0.23382128775119781
1312,房产,教育,李莹 角逐宝马成功胜出李莹出生年月：1969年职位：北京盈之宝汽车销售服务有限公司董事长毕业院校：北京大学留学国家：德国经历：1992年毕业于北京大学东语系日本文学专业。走出校门即自己创业。1995年，德国歌德学院留学一年。2003年，当选为北京青年联合会委员，同年底又成为全国青年联合会委员。2004年获得德国宝马和华晨宝马在中国北京地区的销售代理权；并计划于2005年建成营业面积达15000平米的望京展示厅，使之成为宝马在亚洲地区规模最大的4S专营服务店之一。了解李莹的人，都感叹老天爷对她的垂青，一个女人想拥有的，李莹几乎全有了：她曾是北京大学有名的才女“校花”；她23岁开始做汽车贸易，3年内就赚了1000万元；她被评为“北京十大杰出青年”、“中国经济女性杰出贡献人物”，曾被一些媒体评为“亚洲最时尚魅力女人”。早在大学期间，她就成立了一家贸易代理公司，开始了自己的创业之旅。凭借得天独厚的中德贸易环境，1993年，李莹为扬子冰箱厂引进西门子冰箱的生产技术和2亿美元外资，成立了博西扬合资公司，盘活了数10亿元的国有资产。又帮助红塔集团引进德国先进的卷烟纸生产技术，几年后建立起一家卷烟纸合资企业。这些项目的成功使李莹的生意有了突破性进展。其后，李莹以敏锐的眼光发现了进口二手车买卖的商机。当时国家规定，1994年4月前进口二手豪华轿车免税，利润丰厚。于是，李莹从德国进口了二手奔驰和宝马，这项生意一时很红火，因为别人还没意识到，竞争对手少，往往车还没到港口就卖完了。聪明的李莹从这一业务中悟到，若想在国内长期做汽车行业，就得拥有自己的品牌。经过一番努力，她申请到了奥迪和保时捷的代理权。品牌在市场竞争中逐渐显现了优势和威力，名牌车受到顾客青睐，销售旺盛，生意兴隆。跳跃式的发展使李莹经商的领域很快涉及医疗设备、卷烟、酿酒、汽车贸易等多个行业，在短短的3年间，她凭借自己的睿智与行动已积累了千万财富，远远超越了自己最初设定的目标，创造了一个财富神话。角逐宝马成功胜出2003年下半年，宝马公司决定在中国市场拓展服务网络，挑选代理商。李莹做出了大胆的决策：参与竞争。这在常人看来似乎很难理解，因为这需要承担风险和牺牲。公司当时经营的范围涉及信息产业、汽车业、商业、房地产业的投资管理与投资咨询，年盈利上千万元。李莹是公司的执行董事及法人代表。为了争取宝马的代理权，李莹放弃了原有公司，把它卖给家族中其他人去经营。每月租金达几十万元的4000平方米汽车展厅也空置了半年，以候审查和回复。当时有2000多个经销商参与竞争。没有足够的储备资金和银行存款证明，没有地段好的够水平的展厅，没有对宝马品牌的深刻理解和胜人一筹的营销策略，在竞争中是难以取胜的。凭借自己的智慧，李莹的努力得到了宝马公司的认可。在其后的考察中，雄厚的资金实力和寸土寸金的店址也得到对方的赞赏。这使最终如愿以偿的6家经销商中，李莹的“盈之宝”脱颖而出，第一个获得授权，并于2004年4月17日在京开业。俞渝出生年月：1965年职位：当当网联合总裁毕业院校：北京外国语大学；纽约大学留学国家：美国经历：俞渝86年从北京外国语大学毕业后，在外企任总经理翻译兼秘书，工作一年后赴美留学，92年取得纽约大学MBA学位。96年回国创业，与丈夫李国庆共同创办当当网上书店并任联合总裁。如今，“当当”收到的网上订单中既有来自国内各省、市、自治区包括台湾和香港，以及偏远欠发达地区的订单，也有来自美国、巴西、匈牙利等海外华人的订单，网站在海内外都产生了比较广泛的影响。俞渝说她最大的心愿就是今后要把“当当”做得更大，更好，给出版商和读者提供最满意的服务。2006年，胡润推出女富豪榜，俞渝以8亿资产排名第29位。当时有记者致电俞渝，她却表示，并不清楚自己上了胡润榜这回事。“上什么榜对我来说没有任何意义，我没时间关注这个。”俞渝快言评价了胡润榜。除了胡润富豪榜，俞渝还曾被《华尔街日报》评为过亚洲最有影响力女性，同时上榜的还有章子怡。,0.35381755232810974
1316,家居,时政,质检总局：质量监管每个环节都有灰色地带产品标准一半多是10年前制定“现在工业化产品的标准有54000种，其中有27000多种是10年前制定的，显然这些标准是落后的，即使是这些落后的标准，现在仍然没有执行下去。”工业和信息化部部长李毅中昨日在一个论坛上如此表示。这个由国家质检总局主办的“质量和安全年”质量诚信论坛上，质检总局传递出“以母爱的名誉承诺质量安全”的理念，但是，想达到像母爱一样呵护生命的质量安全，似乎并不是想象的那么简单。链条长，中间空白地带多“目前企业质量第一责任人还没有得到很好的落实，质量失信事件还屡有发生，质量诚信乃至社会信用体系的法律法规还需要健全。”国家质检总局局长王勇表示。这些问题的存在仅仅是质量安全的冰山一角，在众多产品质量的监管和制度层面也存在着难以跨越的沟壑。在记者追问王勇局长如何实现这个质量安全的承诺时，他指定了质检总局质量管理司副司长惠博阳接受了CBN记者的专访。针对标准的落后问题，惠博阳表示，目前中国的标准从量上讲已经很多，但是从质量上讲，与国际标准还存在着差距。对于食品质量安全监管来讲，中国肉类协会副秘书长高观表示，食品产业链条长，责任追究难，污染因素多，全项检测难，信息很敏感，公开披露难，监管主体多，工作协同难。“在不断完善监管体系的同时，要做到监管到位，不能越位，不能缺位。”惠博阳对CBN记者表示，而这三个要求，无论对于质量监管的任何一个环节，都存在着灰色地带。特别是针对食品的质量监管，这个跨越农业部、工商总局、商业部、质检总局、卫生部、药监局等几大环节，每个环节即使都按照这个标准来执行，中间地带往往存在空白。“三聚氰胺事件在某种程度上来说，是企业对于自己的原材料没有把好关，而这个原材料其实就是一个中间品。”惠博阳表示。而恰好就是这个中间品，导致了三鹿集团倒闭的命运，用李毅中的话讲：“如果一个企业没有质量的保障，再大的集团也会像三鹿一样，倒闭的命运不可避免。”企业是第一责任人制度上存在的问题，直接给基层执法人员带来的就是困惑和执法的难度。“由于质检负责的产品种类众多，在抽检时存在的就是技术问题，一个质检人员不可能所有的产品都通晓，而且也不可能把所有的企业都跑遍，毕竟人数有限。”一个基层质检人员对CBN记者表示。“质检人员不是企业的检验科，所以企业作为质量的第一责任人，要对自己的产品质量把好关。”惠博阳表示。但是偌大的一个中国，消费层次的不同，决定了市场的需求也是多样化的，而这样的土壤，也给了企业、小作坊生存的空间。“小作坊、便宜的产品会在中国长期存在，目前还没有很好的管理办法。”惠博阳表示，但是目前已经让小作坊作出承诺书，以及要求产品区域化销售等作一些限制。马晓华,0.38901787996292114
